Member_number,Date,Items
3895,17-02-2014,"['other vegetables', 'dessert', 'other vegetables', 'fruit/vegetable juice']"
3896,02-04-2014,"['pip fruit', 'spread cheese', 'misc. beverages']"
3896,06-04-2014,"['spread cheese', 'salty snack', 'soda', 'domestic eggs']"
3896,10-09-2015,"['sausage', 'dessert']"
3896,11-07-2014,"['newspapers', 'dishes']"
3897,01-02-2015,"['soda', 'UHT-milk']"
3897,04-11-2014,"['brown bread', 'coffee', 'canned beer']"
3897,09-12-2014,"['bottled water', 'yogurt', 'seasonal products']"
3897,23-08-2015,"['other vegetables', 'baking powder', 'salty snack']"
3897,31-05-2015,"['hamburger meat', 'root vegetables']"
3898,10-11-2014,"['hamburger meat', 'whipped/sour cream']"
3898,11-04-2015,"['ham', 'pork', 'soda']"
3898,21-08-2015,"['tropical fruit', 'bottled beer']"
3898,25-08-2014,"['beef', 'newspapers']"
3899,22-04-2014,"['white bread', 'brown bread']"
3899,22-04-2015,"['rolls/buns', 'sausage', 'curd', 'whole milk', 'butter milk', 'margarine', 'white bread', 'yogurt']"
3899,23-03-2015,"['other vegetables', 'tropical fruit']"
3899,24-12-2015,"['bottled water', 'UHT-milk']"
3899,27-01-2014,"['soda', 'whole milk']"
3900,05-08-2014,"['other vegetables', 'curd', 'yogurt', 'pudding powder']"
3900,07-07-2015,"['sausage', 'pasta']"
3900,12-06-2014,"['packaged fruit/vegetables', 'pudding powder', 'shopping bags', 'coffee']"
3900,20-12-2015,"['tropical fruit', 'sausage']"
3900,23-01-2014,"['canned vegetables', 'pasta']"
3901,14-02-2014,"['rolls/buns', 'whole milk']"
3901,30-11-2014,"['curd', 'coffee']"
3902,19-06-2014,"['root vegetables', 'canned beer']"
3902,27-10-2014,"['rolls/buns', 'male cosmetics', 'liquor (appetizer)']"
3902,29-11-2015,"['ham', 'whole milk']"
3903,06-02-2015,"['other vegetables', 'hygiene articles', 'dessert', 'margarine', 'fruit/vegetable juice', 'hygiene articles']"
3903,06-10-2015,"['canned beer', 'citrus fruit', 'rolls/buns', 'condensed milk', 'skin care']"
3903,07-04-2014,"['baking powder', 'fruit/vegetable juice']"
3903,16-04-2014,"['butter', 'bottled water']"
3903,20-02-2014,"['root vegetables', 'seasonal products']"
3903,23-04-2014,"['rolls/buns', 'fruit/vegetable juice']"
3904,11-05-2015,"['sausage', 'grapes', 'berries', 'curd']"
3904,24-09-2014,"['beef', 'newspapers']"
3904,30-01-2015,"['citrus fruit', 'whipped/sour cream']"
3905,03-02-2014,"['ice cream', 'meat spreads']"
3905,04-04-2014,"['domestic eggs', 'whole milk', 'bottled beer']"
3905,06-10-2014,"['soda', 'root vegetables']"
3905,09-06-2014,"['rolls/buns', 'bottled beer']"
3905,11-05-2014,"['other vegetables', 'soda']"
3905,19-06-2015,"['berries', 'frozen meals', 'shopping bags']"
3905,25-01-2014,"['fruit/vegetable juice', 'soft cheese']"
3906,16-06-2015,"['pip fruit', 'pasta']"
3906,30-10-2014,"['citrus fruit', 'sauces']"
3907,09-05-2014,"['other vegetables', 'other vegetables']"
3907,24-06-2015,"['ham', 'whipped/sour cream']"
3907,25-10-2015,"['other vegetables', 'frankfurter', 'other vegetables', 'newspapers', 'spread cheese']"
3908,10-07-2015,"['sausage', 'pot plants']"
3908,27-04-2014,"['flour', 'pastry']"
3909,06-09-2014,"['red/blush wine', 'yogurt']"
3909,07-11-2014,"['yogurt', 'napkins']"
3909,09-02-2015,"['tropical fruit', 'flower soil/fertilizer', 'flour', 'specialty bar']"
3909,13-08-2014,"['root vegetables', 'rice']"
3909,16-09-2014,"['tropical fruit', 'berries', 'mayonnaise']"
3909,16-11-2014,"['specialty bar', 'rolls/buns', 'processed cheese']"
3910,17-02-2014,"['pet care', 'soda']"
3910,18-12-2015,"['liver loaf', 'rolls/buns', 'rolls/buns', 'other vegetables', 'rolls/buns', 'packaged fruit/vegetables', 'flower (seeds)', 'shopping bags']"
3910,28-02-2015,"['sausage', 'photo/film']"
3910,30-12-2014,"['newspapers', 'butter']"
3911,01-08-2014,"['other vegetables', 'margarine']"
3911,05-03-2015,"['specialty cheese', 'brown bread', 'margarine']"
3911,15-02-2015,"['frankfurter', 'dessert', 'pet care', 'soda', 'whipped/sour cream']"
3911,23-08-2015,"['UHT-milk', 'salt']"
3911,24-03-2014,"['mayonnaise', 'chocolate']"
3911,30-07-2015,"['sausage', 'dessert']"
3912,06-01-2015,"['berries', 'rolls/buns', 'pastry']"
3912,08-11-2014,"['soda', 'yogurt']"
3912,08-12-2014,"['yogurt', 'cream cheese ']"
3913,06-05-2014,"['other vegetables', 'bottled beer', 'rolls/buns', 'shopping bags']"
3913,11-04-2014,"['canned beer', 'tropical fruit', 'newspapers']"
3913,19-02-2015,"['ham', 'other vegetables']"
3913,21-03-2015,"['canned beer', 'frozen meals', 'pastry']"
3914,08-01-2015,"['canned beer', 'cake bar']"
3914,12-11-2014,"['rolls/buns', 'specialty bar']"
3914,28-11-2014,"['shopping bags', 'rolls/buns']"
3915,05-03-2015,"['pork', 'tropical fruit', 'pip fruit', 'brown bread']"
3915,05-12-2014,"['pip fruit', 'soda', 'domestic eggs']"
3915,09-08-2014,"['ham', 'bathroom cleaner']"
3915,11-06-2014,"['other vegetables', 'coffee']"
3915,11-09-2015,"['whole milk', 'rolls/buns', 'canned fruit', 'onions', 'soda']"
3915,14-04-2014,"['pastry', 'semi-finished bread']"
3915,21-01-2015,"['frankfurter', 'hard cheese', 'bottled beer']"
3915,21-05-2015,"['misc. beverages', 'bottled beer', 'other vegetables', 'cream cheese ']"
3915,24-09-2014,"['other vegetables', 'shopping bags', 'other vegetables']"
3915,30-09-2015,"['frankfurter', 'pip fruit', 'brown bread']"
3916,04-10-2015,"['whole milk', 'citrus fruit']"
3916,22-05-2014,"['tropical fruit', 'onions']"
3916,24-05-2014,"['canned beer', 'dishes']"
3917,03-04-2014,"['ham', 'other vegetables']"
3917,06-03-2014,"['grapes', 'butter']"
3917,13-09-2015,"['whipped/sour cream', 'shopping bags', 'soda']"
3917,14-02-2014,"['sausage', 'whipped/sour cream', 'soda']"
3917,30-05-2014,"['pip fruit', 'hard cheese', 'detergent']"
3918,04-05-2014,"['salty snack', 'waffles', 'specialty cheese']"
3918,06-12-2014,"['tropical fruit', 'chewing gum']"
3918,10-08-2014,"['rolls/buns', 'canned beer']"
3918,14-12-2014,"['butter', 'specialty chocolate']"
3918,20-03-2014,"['brown bread', 'napkins']"
3918,22-06-2015,"['whipped/sour cream', 'beef']"
3919,07-10-2015,"['whipped/sour cream', 'root vegetables']"
3919,08-02-2014,"['canned beer', 'bottled beer']"
3919,09-02-2015,"['curd', 'sausage', 'margarine', 'long life bakery product']"
3919,15-02-2014,"['berries', 'pastry']"
3920,10-05-2015,"['beverages', 'margarine', 'napkins', 'napkins']"
3920,11-01-2014,"['whole milk', 'coffee']"
3920,17-02-2014,"['soda', 'whole milk', 'brandy']"
3920,23-02-2014,"['pastry', 'brown bread']"
3921,02-02-2014,"['hard cheese', 'coffee']"
3921,06-11-2014,"['rolls/buns', 'brown bread']"
3921,16-06-2014,"['chicken', 'misc. beverages']"
3921,18-06-2014,"['rolls/buns', 'cream cheese ']"
3922,01-04-2015,"['citrus fruit', 'beef', 'rolls/buns', 'whole milk']"
3922,24-06-2015,"['whole milk', 'grapes']"
3922,27-02-2015,"['dessert', 'chocolate']"
3922,28-08-2015,"['citrus fruit', 'yogurt', 'citrus fruit', 'sausage', 'hard cheese', 'napkins', 'margarine', 'cream cheese ']"
3922,29-05-2014,"['soda', 'yogurt']"
3923,19-12-2014,"['root vegetables', 'bottled water']"
3923,27-01-2015,"['frankfurter', 'butter', 'bottled beer']"
3923,28-06-2014,"['shopping bags', 'other vegetables', 'canned vegetables']"
3924,07-02-2015,"['pork', 'cookware', 'root vegetables', 'canned beer', 'whole milk', 'bottled water', 'oil', 'whole milk']"
3924,12-01-2014,"['hamburger meat', 'pastry']"
3924,29-10-2015,"['domestic eggs', 'root vegetables', 'semi-finished bread', 'curd']"
3925,25-03-2015,"['turkey', 'beef', 'root vegetables', 'margarine', 'shopping bags', 'curd']"
3925,26-07-2014,"['bottled water', 'margarine']"
3926,07-06-2015,"['sausage', 'shopping bags']"
3926,10-02-2014,"['onions', 'cat food']"
3926,20-08-2015,"['canned beer', 'cooking chocolate', 'white bread', 'curd', 'mustard', 'chocolate']"
3926,22-02-2014,"['salty snack', 'red/blush wine']"
3926,23-03-2015,"['yogurt', 'yogurt', 'other vegetables', 'sliced cheese']"
3926,30-06-2015,"['whipped/sour cream', 'rolls/buns']"
3927,03-09-2015,"['tropical fruit', 'other vegetables', 'frozen meals', 'pastry']"
3927,09-12-2015,"['bottled water', 'rolls/buns']"
3927,26-09-2014,"['whipped/sour cream', 'sugar', 'brown bread']"
3928,07-08-2014,"['citrus fruit', 'shopping bags', 'domestic eggs']"
3928,18-07-2015,"['butter milk', 'soda', 'ham', 'bottled beer', 'detergent']"
3928,26-09-2015,"['whole milk', 'domestic eggs']"
3929,06-11-2015,"['pork', 'spread cheese']"
3929,10-01-2014,"['semi-finished bread', 'dish cleaner']"
3929,28-04-2015,"['root vegetables', 'root vegetables', 'frozen vegetables']"
3929,30-07-2015,"['specialty cheese', 'yogurt']"
3930,12-07-2015,"['citrus fruit', 'root vegetables', 'yogurt', 'soft cheese']"
3930,31-05-2014,"['tropical fruit', 'curd', 'brown bread', 'pastry']"
3931,08-03-2015,"['soda', 'bottled beer', 'brown bread']"
3931,09-10-2014,"['tropical fruit', 'coffee', 'canned vegetables']"
3931,19-07-2014,"['ham', 'pastry']"
3931,22-06-2014,"['margarine', 'frozen vegetables', 'baking powder']"
3931,26-10-2014,"['canned beer', 'long life bakery product']"
3932,07-05-2014,"['coffee', 'bottled beer']"
3933,02-12-2014,"['hard cheese', 'salty snack']"
3933,12-07-2014,"['waffles', 'shopping bags']"
3934,01-05-2015,"['shopping bags', 'whole milk', 'cling film/bags', 'bottled beer', 'newspapers']"
3934,24-09-2014,"['specialty bar', 'bottled beer']"
3934,27-03-2014,"['rolls/buns', 'margarine']"
3934,27-03-2015,"['whole milk', 'whipped/sour cream']"
3935,02-07-2015,"['sausage', 'berries', 'rolls/buns']"
3935,12-04-2014,"['yogurt', 'tropical fruit', 'specialty bar']"
3935,19-10-2014,"['rolls/buns', 'waffles']"
3936,06-08-2014,"['ham', 'pickled vegetables']"
3936,27-06-2014,"['other vegetables', 'domestic eggs']"
3937,02-10-2014,"['rolls/buns', 'soda']"
3937,04-05-2015,"['sparkling wine', 'butter']"
3937,08-10-2014,"['UHT-milk', 'tea']"
3937,19-11-2015,"['tropical fruit', 'salty snack']"
3937,25-04-2015,"['white wine', 'citrus fruit']"
3938,11-10-2014,"['citrus fruit', 'shopping bags']"
3938,16-08-2014,"['other vegetables', 'bottled water', 'cereals']"
3938,18-05-2015,"['whole milk', 'pork']"
3938,23-04-2014,"['chicken', 'whipped/sour cream', 'canned vegetables']"
3938,26-05-2015,"['berries', 'ham']"
3938,29-07-2014,"['pip fruit', 'white bread']"
3938,31-07-2015,"['meat', 'other vegetables']"
3939,10-02-2015,"['curd', 'cake bar', 'ketchup']"
3939,25-09-2014,"['pip fruit', 'abrasive cleaner']"
3940,09-03-2015,"['bottled water', 'root vegetables']"
3940,16-01-2015,"['beef', 'semi-finished bread']"
3941,10-11-2014,"['berries', 'curd', 'specialty cheese']"
3942,01-01-2014,"['other vegetables', 'yogurt', 'Instant food products']"
3942,04-04-2015,"['condensed milk', 'whole milk', 'other vegetables', 'soups']"
3942,05-11-2014,"['dish cleaner', 'whole milk', 'frozen vegetables', 'waffles']"
3942,06-05-2014,"['canned fish', 'rolls/buns', 'domestic eggs']"
3942,07-03-2014,"['white wine', 'condensed milk']"
3942,10-11-2015,"['other vegetables', 'rolls/buns']"
3942,16-12-2014,"['hamburger meat', 'flour', 'cling film/bags']"
3942,18-04-2014,"['soda', 'shopping bags']"
3943,03-04-2014,"['baking powder', 'condensed milk']"
3944,03-01-2015,"['onions', 'cream cheese ', 'baking powder']"
3945,04-10-2015,"['seasonal products', 'onions']"
3945,15-10-2014,"['margarine', 'cereals']"
3945,25-01-2014,"['pip fruit', 'rolls/buns']"
3946,13-02-2015,"['newspapers', 'whipped/sour cream']"
3946,19-04-2014,"['whole milk', 'roll products ', 'rice']"
3946,19-06-2015,"['butter milk', 'berries', 'citrus fruit', 'napkins']"
3946,19-11-2015,"['root vegetables', 'newspapers']"
3946,26-12-2014,"['salt', 'cake bar']"
3947,05-12-2014,"['cocoa drinks', 'red/blush wine']"
3947,08-02-2014,"['photo/film', 'chewing gum']"
3947,13-05-2014,"['pip fruit', 'newspapers']"
3947,13-06-2015,"['meat', 'liver loaf']"
3947,16-04-2015,"['rolls/buns', 'packaged fruit/vegetables']"
3948,08-04-2014,"['whipped/sour cream', 'toilet cleaner']"
3948,10-04-2014,"['soda', 'whole milk']"
3948,15-06-2015,"['ham', 'rolls/buns', 'whole milk', 'rum', 'berries', 'cleaner']"
3948,17-09-2014,"['bottled beer', 'whole milk']"
3948,20-02-2014,"['waffles', 'shopping bags', 'sparkling wine']"
3949,01-04-2015,"['other vegetables', 'bottled water']"
3950,01-10-2015,"['white bread', 'tropical fruit']"
3950,05-12-2015,"['chocolate', 'herbs', 'chocolate']"
3950,11-12-2014,"['napkins', 'whole milk']"
3950,12-05-2015,"['yogurt', 'chicken', 'bottled water', 'whole milk', 'flour', 'detergent']"
3950,22-01-2014,"['cat food', 'white bread']"
3952,03-04-2014,"['butter', 'rolls/buns']"
3952,04-11-2014,"['beef', 'soda']"
3952,27-07-2014,"['other vegetables', 'abrasive cleaner']"
3952,30-10-2015,"['sausage', 'brown bread', 'meat spreads']"
3953,10-01-2015,"['pork', 'berries']"
3953,13-05-2014,"['red/blush wine', 'bottled beer']"
3953,13-05-2015,"['sausage', 'pip fruit', 'brown bread']"
3953,19-05-2014,"['soda', 'root vegetables']"
3954,10-02-2015,"['canned beer', 'onions']"
3954,21-01-2015,"['frankfurter', 'beef', 'frozen fish', 'rice', 'napkins']"
3955,23-11-2015,"['whipped/sour cream', 'root vegetables']"
3955,28-08-2015,"['sausage', 'beverages', 'canned beer', 'whole milk']"
3956,01-01-2014,"['yogurt', 'shopping bags', 'waffles', 'chocolate']"
3956,07-08-2014,"['margarine', 'canned fish']"
3956,15-08-2014,"['soda', 'margarine']"
3956,19-12-2014,"['butter milk', 'root vegetables']"
3956,20-05-2014,"['hamburger meat', 'chocolate', 'processed cheese']"
3956,26-10-2014,"['domestic eggs', 'sugar', 'Instant food products']"
3957,01-09-2014,"['salty snack', 'newspapers']"
3957,03-10-2014,"['rolls/buns', 'bottled water']"
3957,15-02-2015,"['whole milk', 'frozen potato products', 'fruit/vegetable juice']"
3957,15-05-2015,"['frankfurter', 'frankfurter', 'beef', 'domestic eggs', 'hard cheese', 'processed cheese', 'curd', 'shopping bags']"
3957,19-07-2014,"['canned vegetables', 'root vegetables', 'cake bar']"
3957,20-07-2014,"['tropical fruit', 'curd', 'salt', 'bottled water']"
3957,29-07-2014,"['chicken', 'bottled water']"
3958,04-03-2015,"['citrus fruit', 'rolls/buns']"
3958,04-11-2015,"['soda', 'rolls/buns']"
3958,27-10-2015,"['curd', 'brown bread']"
3959,03-12-2014,"['sparkling wine', 'softener']"
3959,05-07-2014,"['hamburger meat', 'whipped/sour cream']"
3959,05-10-2015,"['tropical fruit', 'domestic eggs']"
3959,12-04-2015,"['white bread', 'popcorn']"
3959,21-05-2014,"['rolls/buns', 'instant coffee']"
3959,27-05-2015,"['pip fruit', 'pip fruit', 'sliced cheese', 'dishes']"
3960,14-05-2014,"['curd', 'whipped/sour cream', 'margarine']"
3960,15-02-2014,"['root vegetables', 'whipped/sour cream', 'rolls/buns', 'rolls/buns']"
3960,20-06-2015,"['frankfurter', 'long life bakery product']"
3960,21-09-2015,"['frankfurter', 'whole milk', 'whole milk', 'specialty bar']"
3960,21-10-2015,"['canned beer', 'pork', 'processed cheese', 'root vegetables', 'snack products', 'sugar']"
3960,23-01-2014,"['baking powder', 'frozen potato products']"
3960,25-03-2015,"['tropical fruit', 'root vegetables']"
3961,05-03-2015,"['sausage', 'finished products']"
3961,18-12-2014,"['tropical fruit', 'soda']"
3961,23-06-2014,"['butter', 'bottled water', 'bottled water']"
3961,24-12-2015,"['yogurt', 'bottled water', 'processed cheese']"
3962,13-12-2014,"['white bread', 'rolls/buns']"
3962,15-11-2014,"['rolls/buns', 'butter']"
3962,18-09-2015,"['tropical fruit', 'hamburger meat', 'coffee', 'sliced cheese', 'whipped/sour cream']"
3962,20-09-2015,"['sausage', 'sauces']"
3962,28-05-2015,"['pork', 'yogurt', 'coffee']"
3963,01-06-2014,"['candy', 'domestic eggs']"
3963,17-09-2015,"['whole milk', 'pork']"
3963,21-02-2015,"['other vegetables', 'other vegetables', 'liquor (appetizer)', 'specialty bar', 'candles', 'red/blush wine']"
3963,21-09-2014,"['citrus fruit', 'whipped/sour cream']"
3963,26-01-2015,"['sausage', 'meat spreads']"
3964,11-03-2014,"['root vegetables', 'bottled water', 'whipped/sour cream']"
3964,30-01-2014,"['root vegetables', 'pastry']"
3965,16-10-2014,"['sausage', 'domestic eggs']"
3965,20-03-2014,"['rolls/buns', 'rolls/buns']"
3965,21-09-2014,"['yogurt', 'white bread']"
3965,30-12-2014,"['tropical fruit', 'semi-finished bread']"
3966,01-06-2015,"['frankfurter', 'root vegetables']"
3966,07-01-2014,"['whole milk', 'canned beer']"
3966,07-04-2014,"['root vegetables', 'whipped/sour cream', 'shopping bags']"
3966,11-01-2015,"['tropical fruit', 'whole milk']"
3966,19-06-2014,"['root vegetables', 'frozen vegetables']"
3967,07-03-2014,"['chocolate', 'soda']"
3967,10-10-2014,"['root vegetables', 'shopping bags']"
3967,20-02-2014,"['other vegetables', 'whipped/sour cream']"
3967,21-01-2015,"['butter', 'root vegetables']"
3967,23-01-2014,"['hard cheese', 'rolls/buns']"
3967,23-11-2015,"['whole milk', 'whole milk', 'sauces']"
3967,30-05-2015,"['pasta', 'yogurt', 'specialty bar']"
3968,05-11-2014,"['bottled beer', 'frozen vegetables']"
3968,12-11-2015,"['dessert', 'newspapers', 'white bread']"
3969,05-03-2015,"['root vegetables', 'rolls/buns']"
3969,05-09-2014,"['whole milk', 'waffles', 'dog food']"
3970,02-11-2014,"['berries', 'processed cheese']"
3971,04-02-2014,"['chocolate marshmallow', 'whole milk', 'whole milk']"
3971,11-11-2014,"['bottled beer', 'whole milk']"
3971,17-06-2015,"['tropical fruit', 'sausage', 'hamburger meat', 'zwieback', 'specialty cheese', 'domestic eggs']"
3971,19-10-2015,"['frankfurter', 'rolls/buns']"
3971,30-12-2015,"['brown bread', 'bottled beer']"
3972,03-04-2014,"['frankfurter', 'UHT-milk']"
3972,04-05-2014,"['rice', 'chewing gum', 'rolls/buns']"
3972,07-04-2014,"['baking powder', 'butter']"
3972,08-06-2015,"['canned beer', 'bottled water']"
3972,09-10-2014,"['soda', 'hygiene articles']"
3972,14-08-2014,"['pip fruit', 'hard cheese', 'candy']"
3973,02-09-2015,"['pip fruit', 'canned beer', 'hygiene articles', 'coffee']"
3973,03-02-2014,"['turkey', 'fruit/vegetable juice', 'domestic eggs']"
3973,10-06-2015,"['rolls/buns', 'curd', 'cat food']"
3973,27-07-2015,"['curd', 'coffee']"
3973,28-01-2015,"['root vegetables', 'butter']"
3973,28-06-2014,"['other vegetables', 'pickled vegetables']"
3974,05-03-2015,"['frankfurter', 'sliced cheese']"
3974,19-06-2015,"['sausage', 'curd']"
3974,25-08-2014,"['whole milk', 'bottled water']"
3975,27-02-2015,"['hamburger meat', 'tropical fruit']"
3975,29-04-2014,"['soda', 'liquor']"
3976,05-08-2014,"['tropical fruit', 'yogurt']"
3976,05-10-2014,"['other vegetables', 'rolls/buns', 'specialty cheese']"
3976,08-05-2015,"['packaged fruit/vegetables', 'onions']"
3976,13-03-2014,"['other vegetables', 'onions']"
3976,20-09-2015,"['chicken', 'bottled water']"
3976,25-10-2014,"['sliced cheese', 'pasta']"
3977,01-02-2014,"['brown bread', 'butter milk', 'oil', 'frozen meals']"
3977,16-04-2015,"['whole milk', 'yogurt']"
3978,06-09-2014,"['baking powder', 'baking powder', 'mustard']"
3978,23-07-2015,"['sausage', 'beef']"
3979,16-09-2015,"['citrus fruit', 'ham']"
3979,26-02-2014,"['canned fish', 'ice cream']"
3980,09-04-2015,"['yogurt', 'citrus fruit', 'pastry']"
3980,16-09-2015,"['rolls/buns', 'root vegetables', 'root vegetables', 'pastry', 'cake bar', 'canned fish']"
3980,31-05-2014,"['pip fruit', 'soda']"
3981,02-10-2015,"['domestic eggs', 'dessert']"
3981,25-12-2015,"['finished products', 'spread cheese']"
3982,13-02-2014,"['canned beer', 'dessert']"
3982,22-11-2014,"['jam', 'brown bread', 'yogurt']"
3982,25-07-2015,"['sausage', 'yogurt']"
3982,27-05-2014,"['meat', 'dessert']"
3982,28-01-2015,"['soda', 'liquor (appetizer)']"
3982,29-09-2015,"['root vegetables', 'salt']"
3982,30-10-2014,"['pip fruit', 'beverages']"
3983,09-09-2015,"['butter milk', 'chocolate', 'berries', 'sweet spreads', 'butter', 'long life bakery product', 'napkins', 'white bread']"
3983,20-07-2015,"['chicken', 'butter milk', 'sugar']"
